acure_bl_nuc,acure_ait_width,acure_cloud_ph,acure_carb_ff_ems,acure_carb_ff_ems_eur,acure_carb_ff_ems_nam,acure_carb_ff_ems_chi,acure_carb_ff_ems_asi,acure_carb_ff_ems_mar,acure_carb_ff_ems_r,acure_carb_bb_ems,acure_carb_bb_ems_sam,acure_carb_bb_ems_naf,acure_carb_bb_ems_saf,acure_carb_bb_ems_bnh,acure_carb_bb_ems_rnh,acure_carb_bb_ems_rsh,acure_carb_res_ems,acure_carb_res_ems_chi,acure_carb_res_ems_asi,acure_carb_res_ems_afr,acure_carb_res_ems_lat,acure_carb_res_ems_r,acure_carb_ff_diam,acure_carb_bb_diam,acure_carb_res_diam,acure_prim_so4_diam,acure_sea_spray,acure_anth_so2,acure_anth_so2_chi,acure_anth_so2_asi,acure_anth_so2_eur,acure_anth_so2_nam,acure_anth_so2_r,acure_volc_so2,acure_bvoc_soa,acure_dms,acure_prim_moc,acure_dry_dep_ait,acure_dry_dep_acc,acure_dry_dep_so2,acure_kappa_oc,acure_sig_w,acure_rain_frac,acure_cloud_ice_thresh,acure_convective_plume_scavenging,acure_scav_diam,acure_bc_ri,acure_oxidants_oh,acure_oxidants_o3,bparam,two_d_fsd_factor,c_r_correl,acure_autoconv_exp_lwp,acure_autoconv_exp_nd,dbsdtbs_turb_0,ai,m_ci,a_ent_1_rp,acure_pcalc_index
1,1.59,1e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,110,150,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65,1.0,0.3,0.5,0.5,150,0,1,1,-0.14,1.4,0.9,2.47,-1.79,0.00015,0.0257,1.0,0.23,0
0.870963589956081,1.5,1.26e-05,1,1.04246576084112,0.959264119325264,1.04246576084112,0.959264119325264,1.04246576084112,0.959264119325264,1,1.08673486252606,0.920187650624875,1.08673486252606,0.920187650624875,1.08673486252606,0.920187650624875,1,1.08673486252606,0.920187650624875,1.08673486252606,0.920187650624875,1.08673486252606,58.2,195,295,51.5,1.08673486252606,1,0.948683298050514,0.948683298050514,0.948683298050514,0.948683298050514,0.948683298050514,1.29992307464711,1.08517279730004,0.931235187623571,1.54919333848297,1.04246576084112,0.870963589956081,1.10138257257532,0.425,0.661437827766148,0.5,0.3,0.25,115,1,0.953939201416946,0.953939201416946,-0.14,1.5,0.5,2.73,-2,5e-04,0.025,1.5,0.25,1
2.64169348950538,1.31740051938488,1.87166465471803e-05,1,1.66209609487978,0.999370131094898,1.32441838304583,0.848927245209783,0.684214145158662,1.56554483278135,1,0.254889735708805,0.415382532117429,1.50503820119344,0.306341079002771,0.427083844258222,1.47347006872107,1,0.435863488457386,0.566109605872169,2.50270173332572,2.07971263145304,1.0630999826999,73.3059812700582,278.942443249604,437.06383780797,7.14015010354881,0.431868698288598,1,1.27208796151356,0.888548542653089,0.747309282163079,0.760149769642454,1.0777342968259,1.16040742564075,2.77367748021727,0.741337243354433,5.50733853025321,1.79175687057358,9.68062664127793,4.83216883505142,0.559583238286786,0.349324695246726,0.682923120320002,0.331330047805537,0.025850294055372,118.480455887196,2,0.700650925060991,1.26807065875017,-0.148964782522947,1.00171991710447,0.0239896323939069,2.82474290511047,-2.86862979415661,0.000787827127963126,0.00216044542053012,0.711356559312945,0.0577974497755976,2
2.67317871852946,1.27378362888994,1.90220365363859e-05,1,0.53544260411265,1.26401927279874,1.77983222644066,1.88834952713851,1.87789253142328,1.10603249066745,1,0.647732086051146,3.39148485318449,1.10151760448846,2.27003015200931,3.87508491708448,0.434766527059855,1,1.48695734730812,2.5024804838698,1.6463759768007,0.586933666721654,3.96892688533551,68.2992395815632,291.220382964097,235.991669899426,3.97725841228422,1.73845917835649,1,1.36786232006389,1.31431369656813,1.09267619638845,1.27074365991102,1.18212771565113,1.02318871993349,3.56878530426852,2.03589400623309,0.49127697903061,0.558856423791886,0.118909578877101,2.48065027298143,0.39034114769068,0.923008114643608,0.456237391435495,0.443044043461098,0.494623569141085,85.4098584920463,3,1.12034084501468,0.979892431346491,-0.148528520451532,1.88593402831787,0.607512403221335,2.17613677817179,-1.2992501507585,9.35696650442972e-05,0.0416265942442398,1.10663806376321,0.414713872006014,3
0.134951429802671,1.74105035793648,3.61735059761079e-06,1,1.16002878449063,1.68924024612064,1.22408697208242,0.823308305074445,0.666060010740664,1.17613733561954,1,2.01760522945801,0.84460353972654,0.41289614900193,1.36969135603737,1.23154034049809,1.99493023276153,1,0.790015828866961,2.7849793736963,0.360207327928016,3.33126488145629,3.66106257871101,32.9285473410383,167.321944273262,427.721666016676,88.1617486628042,0.356348331765432,1,1.37019436891843,1.14577269123477,0.802065762880995,1.43108372356864,0.613771082280436,2.06564930125097,0.627213419466777,0.51398818108802,2.02051220558901,0.526522686136414,6.29705361228266,0.227628978843926,0.649976471632331,0.333628168020071,0.391595522448087,0.116755638430889,0.00857094946150028,140.59330715708,4,0.980856538933745,0.932599496384247,-0.130065880786554,1.52150681992322,0.402583545387486,2.19943016829464,-2.99471312987765,0.00097852274892924,0.0322858100351368,1.30316594417171,0.464927922896032,4
0.135864770018012,1.38475878476075,2.04492065509008e-05,1,1.58337404286418,0.72084577591127,0.9315679432276,0.690123625086278,1.87006995665345,0.718639513329868,1,0.505643146909537,3.72152942911099,1.51766725136091,0.733055270457636,0.320105514159179,0.35919995946572,1,2.00346796856523,0.43600762629387,0.327319931679305,0.674227498191632,0.305499022127145,43.0275445845046,90.958443110527,429.082472900375,11.4035523579214,1.1571825593988,1,0.605559222454224,0.619181247529573,0.623381147129042,1.2214733000602,0.675760529073039,1.45060313072827,1.14834916503043,2.56987061005538,2.03107658701196,1.01824125972112,7.43120497930316,0.725626522697795,0.281058732826054,0.624714701328085,0.660563267500878,0.451043079233957,0.425056536398062,81.6290371529914,5,0.861646502961095,1.17584184257297,-0.144332597221334,1.3730393858138,0.975217235056836,3.16108302002045,-1.24707428077316,0.00085821589385059,0.0439981194583103,0.661241177404385,0.0385123361284059,5
0.113691046135025,1.34280214116202,2.26115167710508e-05,1,0.678034928160798,1.13226414849277,1.70862042271136,1.58076584223555,1.83207296685007,1.67248370111252,1,0.928244170155696,0.474686329385807,0.415111813080659,0.830227932087631,0.400763789086864,3.47905692753104,1,3.19045793375156,1.26050256284737,3.47362334223109,2.50262046015705,0.36904786117827,40.0461973684061,168.011209353375,470.045690621073,96.1698087732146,1.5261993965535,1,0.789560538392354,1.12765217567244,0.91151195478314,0.634926419197057,1.05838853018947,0.955203954760196,0.430558881413327,0.692731407727712,3.66752756592285,1.6006040112803,0.127348112225319,3.80213396778748,0.233431190811292,0.635633440126165,0.56874243719418,0.127835983705229,0.456226004342923,94.411225915541,6,1.09903231348212,0.919770135774379,-0.147163745522076,1.99245078432821,0.0696427204983875,3.14831221538494,-1.8093112941168,0.000478860071532208,0.0444686417409434,2.75983073982947,0.488399089049161,6
1.03780779385226,1.47945403630646,3.64801505227442e-06,1,0.961261553242529,0.562529547652843,0.550864225725679,0.541990976620882,0.510550879493344,0.860539936963895,1,0.796062039599832,1.9748553050492,2.48202369255724,0.471816014446635,0.921897782525162,2.46231478057283,1,0.57705552008419,0.276694547004708,0.304451399523234,0.939778026759097,3.4470549615566,43.5488893504577,178.261507885536,398.003507466715,72.4469157930052,1.93418061121912,1,0.659641220593493,0.651712918594954,0.964011382494969,0.63810131029104,1.33727744814027,1.82814817331587,0.800510962092719,1.51077006242029,0.645738136988081,0.529866638701986,0.329356944376004,1.91557839100562,0.620289401722515,0.251636388627142,0.677041852957186,0.177838924374975,0.0346962491566328,98.6875803147971,7,1.23875056701042,0.841603986742939,-0.143804166344617,1.04795485405025,0.932764653794258,3.10007435534673,-1.18821818858023,0.000234129353498027,0.00687471858482554,2.70126562150033,0.0544112346113503,7
0.13040330121495,1.70224220699456,1.14514546991564e-06,1,0.811143460873872,0.893510054108387,0.746295585713463,1.20397414294792,0.567933746786859,1.7026286431165,1,0.702361636324693,0.609953743046395,0.428878343281832,0.52994714380276,2.38248804947167,0.292695278984097,1,3.13892206322297,0.672239946223092,0.438927299612609,0.250862719874156,0.492019300326656,32.5950310831054,229.189994762315,156.252273896277,55.3270050016217,0.279079802462001,1,1.06882147930852,0.609433451023811,0.610414611296639,0.9219344165729,0.772111664462482,0.78290467831062,0.673588483496638,0.611326317415955,0.715104507490398,1.64553674973916,0.327308337101984,0.251763090875503,0.283060677939202,1.21771375958766,0.654900489102724,0.493320151977392,0.353746385562082,145.059189526177,8,1.27303535585358,1.19630453818278,-0.131482511385987,1.05518450637088,0.643807039442216,2.53893149910844,-2.13967229395724,9.82597144457345e-05,0.000699936430119751,2.04931636765268,0.261057591789848,8
7.94615410734777,1.77438074115216,7.29141481980967e-06,1,1.64699138079508,1.79666418824558,0.910450388568521,0.674249275241473,1.52433684066171,0.55743277901425,1,2.26137058873897,1.22460993469079,0.265882363078228,3.56245838240393,1.12214648015116,0.575568905199557,1,0.443240139001988,2.92651768165575,3.32038253978849,3.0642318785268,2.29060684201623,48.0448657390737,106.947859167877,342.951603180924,69.4756835568926,2.98337452564229,1,1.40979184745125,0.976705254120194,0.614396600898983,0.753487572364943,1.14091461110297,0.77692243439363,0.362643357323192,2.40352790071825,3.61333049058772,0.526838443800955,0.627293400896422,0.248287325751861,0.464117685927886,1.73672493073199,0.523643478007279,0.429241856452678,0.260054307692654,85.9857231706086,9,0.716758579841031,0.88378850240672,-0.143604078100726,1.04422100217888,0.775823649481653,2.35993609656871,-1.09768109975643,0.000965255146664904,0.0124738973789198,1.83239699223863,0.364721559808898,9
8.70512846773965,1.24984888392601,1.20618419794373e-05,1,1.11346094242215,0.68931228912683,0.740355267533978,0.536018852968702,0.895005655126982,1.77607416006181,1,1.82387578058547,0.840839178004129,0.755154387747721,0.283830044820239,1.29642805696272,3.74016575898484,1,0.417497324455324,0.254103441026472,3.85827324363574,0.423323218044025,3.53703577684521,58.6288680014294,235.022027833204,194.894680041997,53.1358513185192,3.88885931112645,1,1.15787953401669,0.708039708071182,0.619363860250702,0.80972845284975,0.742548785103906,0.805894217546712,2.06425082434406,0.826415203340191,3.96054072440921,0.522225515799329,1.72630506767071,4.1511460349486,0.586027600618832,0.447667902765725,0.535932318543752,0.473189242221445,0.0467013907404305,143.448665831982,10,0.719146509511194,0.707450812797215,-0.131458136152839,1.83390478925516,0.61092034098065,3.30296492137291,-1.48842306612792,0.000774186700135911,0.0480455267908837,2.96685461166133,0.254362619434123,10
0.391561417929461,1.33142645772444,1.91587048553582e-05,1,1.06027463127117,0.721081163909891,0.615549477420227,1.20780972708794,1.86592718918633,0.801913943493023,1,0.256623606034528,0.949481321874336,2.83604225532045,3.43387704367666,3.94595440918982,0.26812921264912,1,3.83259449531067,0.25192694000133,0.414150545087263,1.39048901110302,0.258895485937865,87.147253851059,264.275548414081,339.269895707071,84.241129367714,0.261307970649644,1,1.22994189848791,0.848039814495683,1.42959660657846,0.780532481596269,1.42370982798969,1.06615288934468,0.574723751302675,0.704067174389436,0.840967300592331,0.77914834568687,0.110220853593567,0.439731167038594,0.320654160028758,0.25635835386562,0.436681303317239,0.195917489997649,0.460425356377527,138.952953625939,11,0.785444451204344,0.744975477091497,-0.137155564133447,1.3127902655226,0.993287347792171,2.65318176496163,-1.10723384613837,0.000936450375011818,0.037463159322058,1.48697844968511,0.354020123770609,11
